Entry,SIDC
GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) LABOUR LABOUR CORPS,S*G*USALC-
"GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) MORAL, WELFARE, RECREATION (MWR)",S*G*USAW--
"GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) MORAL, WELFARE, RECREATION (MWR) MWR THEATRE",S*G*USAWT-
"GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) MORAL, WELFARE, RECREATION (MWR) MWR CORPS",S*G*USAWC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) QUARTERMASTER (SUPPLY),S*G*USAQ--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) QUARTERMASTER (SUPPLY) QUARTERMASTER (SUPPLY) THEATRE,S*G*USAQT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT ADMINISTRATIVE (ADMIN) QUARTERMASTER (SUPPLY) QUARTERMASTER (SUPPLY) CORPS,S*G*USAQC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL,S*G*USM---
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL THEATRE,S*G*USMT--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL CORPS,S*G*USMC--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL TREATMENT FACILITY,S*G*USMM--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL TREATMENT FACILITY MEDICAL TREATMENT FACILITY THEATRE,S*G*USMMT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL TREATMENT FACILITY MEDICAL TREATMENT FACILITY CORPS,S*G*USMMC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL VETERINARY,S*G*USMV--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL VETERINARY MEDICAL VETERINARY THEATRE,S*G*USMVT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL VETERINARY MEDICAL VETERINARY CORPS,S*G*USMVC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL DENTAL,S*G*USMD--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL DENTAL MEDICAL DENTAL THEATRE,S*G*USMDT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL DENTAL MEDICAL DENTAL CORPS,S*G*USMDC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL PSYCHOLOGICAL,S*G*USMP--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL PSYCHOLOGICAL MEDICAL PSYCHOLOGICAL THEATRE,S*G*USMPT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MEDICAL MEDICAL PSYCHOLOGICAL MEDICAL PSYCHOLOGICAL CORPS,S*G*USMPC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY,S*G*USS---
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY THEATRE,S*G*USST--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CORPS,S*G*USSC--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS I,S*G*USS1--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS I SUPPLY CLASS I THEATRE,S*G*USS1T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS I SUPPLY CLASS I CORPS,S*G*USS1C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS II,S*G*USS2--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS II SUPPLY CLASS II THEATRE,S*G*USS2T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS II SUPPLY CLASS II CORPS,S*G*USS2C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS III,S*G*USS3--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS III SUPPLY CLASS III THEATRE,S*G*USS3T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS III SUPPLY CLASS III CORPS,S*G*USS3C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS III SUPPLY CLASS III AVIATION,S*G*USS3A-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS III SUPPLY CLASS III AVIATION SUPPLY CLASS III AVIATION,S*G*USS3AT
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS III SUPPLY CLASS III AVIATION SUPPLY CLASS III AVIATION CORPS,S*G*USS3AC
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS IV,S*G*USS4--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS IV SUPPLY CLASS IV THEATRE,S*G*USS4T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS IV SUPPLY CLASS IV CORPS,S*G*USS4C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS V,S*G*USS5--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS V SUPPLY CLASS V THEATRE,S*G*USS5T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS V SUPPLY CLASS V CORPS,S*G*USS5C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VI,S*G*USS6--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VI SUPPLY CLASS VI THEATRE,S*G*USS6T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VI SUPPLY CLASS VI CORPS,S*G*USS6C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VII,S*G*USS7--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VII SUPPLY CLASS VII THEATRE,S*G*USS7T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VII SUPPLY CLASS VII CORPS,S*G*USS7C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VIII,S*G*USS8--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VIII SUPPLY CLASS VIII THEATRE,S*G*USS8T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS VIII SUPPLY CLASS VIII CORPS,S*G*USS8C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS IX,S*G*USS9--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS IX SUPPLY CLASS IX THEATRE,S*G*USS9T-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS IX SUPPLY CLASS IX CORPS,S*G*USS9C-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS X,S*G*USSX--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS X SUPPLY CLASS X THEATRE,S*G*USSXT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY CLASS X SUPPLY CLASS X CORPS,S*G*USSXC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY LAUNDRY/BATH,S*G*USSL--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY LAUNDRY/BATH SUPPLY LAUNDRY/BATH THEATRE,S*G*USSLT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY LAUNDRY/BATH SUPPLY LAUNDRY/BATH CORPS,S*G*USSLC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY WATER,S*G*USSW--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY WATER SUPPLY WATER THEATRE,S*G*USSWT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY WATER SUPPLY WATER CORPS,S*G*USSWC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY WATER SUPPLY WATER PURIFICATION,S*G*USSWP-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY WATER SUPPLY WATER PURIFICATION SUPPLY WATER PURIFICATION THEATRE,S*G*USSWPT
GROUND TRACK UNIT COMBAT SERVICE SUPPORT SUPPLY SUPPLY WATER SUPPLY WATER PURIFICATION SUPPLY WATER PURIFICATION CORPS,S*G*USSWPC
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION,S*G*UST---
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION TRANSPORTATION THEATRE,S*G*USTT--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION TRANSPORTATION CORPS,S*G*USTC--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION MOVEMENT CONTROL CENTRE(MCC),S*G*USTM--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION MOVEMENT CONTROL CENTRE(MCC) MCC THEATRE,S*G*USTMT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION MOVEMENT CONTROL CENTRE(MCC) MCC CORPS,S*G*USTMC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION RAILHEAD,S*G*USTR--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION RAILHEAD RAILHEAD THEATRE,S*G*USTRT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION RAILHEAD RAILHEAD CORPS,S*G*USTRC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION SPOD/SPOE,S*G*USTS--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION SPOD/SPOE SPOD/SPOE THEATRE,S*G*USTST-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION SPOD/SPOE SPOD/SPOE CORPS,S*G*USTSC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION APOD/APOE,S*G*USTA--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION APOD/APOE APOD/APOE THEATRE,S*G*USTAT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION APOD/APOE APOD/APOE CORPS,S*G*USTAC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION MISSILE,S*G*USTI--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION MISSILE MISSILE THEATRE,S*G*USTIT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT TRANSPORTATION MISSILE MISSILE CORPS,S*G*USTIC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE,S*G*USX---
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE THEATRE,S*G*USXT--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE CORPS,S*G*USXC--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE HEAVY,S*G*USXH--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE HEAVY MAINTENANCE HEAVY THEATRE,S*G*USXHT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE HEAVY MAINTENANCE HEAVY CORPS,S*G*USXHC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE RECOVERY,S*G*USXR--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE RECOVERY MAINTENANCE RECOVERY THEATRE,S*G*USXRT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE MAINTENANCE RECOVERY MAINTENANCE RECOVERY CORPS,S*G*USXRC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ORDINANCE,S*G*USXO--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ORDINANCE ORDINANCE THEATRE,S*G*USXOT-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ORDINANCE ORDINANCE CORPS,S*G*USXOC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ORDINANCE ORDINANCE MISSILE,S*G*USXOM-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ORDINANCE ORDINANCE MISSILE ORDINANCE MISSILE THEATRE,S*G*USXOMT
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ORDINANCE ORDINANCE MISSILE ORDINANCE MISSILE CORPS,S*G*USXOMC
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ELECTRO-OPTICAL,S*G*USXE--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ELECTRO-OPTICAL ELECTRO-OPTICAL THEATRE,S*G*USXET-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE ELECTRO-OPTICAL ELECTRO-OPTICAL CORPS,S*G*USXEC-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE BATTLE DAMAGE REPAIR,S*G*USXBDR
GROUND TRACK UNIT COMBAT SERVICE SUPPORT MAINTENANCE PREVENTIVE MAINTANANCE,S*G*USXPM-
GROUND TRACK UNIT COMBAT SERVICE SUPPORT PIPELINE,S*G*USXP--
GROUND TRACK UNIT COMBAT SERVICE SUPPORT ENVIRONMENTAL PROTECTION,S*G*USXEP-
GROUND TRACK UNIT SPECIAL C2 HEADQUARTERS COMPONENT,S*G*UH----
GROUND TRACK UNIT UNIT GENERAL HEADQUARTERS,S*G*UH----
GROUND TRACK UNIT GENERAL HEADQUARTERS AND SERVICE,S*G*UH----
GROUND TRACK UNIT UNIT GENERAL LIAISON,S*G*UHGL--
AIR TRACK,S*A*------
AIR TRACK MILITARY,S*A*M-----
AIR TRACK MILITARY FIXED WING,S*A*MF----
AIR TRACK MILITARY FIXED WING BOMBER,S*A*MFB---
AIR TRACK MILITARY FIXED WING FIGHTER,S*A*MFF---
AIR TRACK MILITARY FIXED WING FIGHTER INTERCEPTOR,S*A*MFFI--
AIR TRACK MILITARY FIXED WING TRAINER,S*A*MFT---
AIR TRACK MILITARY FIXED WING ATTACK/STRIKE,S*A*MFA---
AIR TRACK MILITARY FIXED WING VSTOL,S*A*MFL---
AIR TRACK MILITARY FIXED WING TANKER,S*A*MFK---
AIR TRACK MILITARY FIXED WING CARGO AIRLIFT (TRANSPORT),S*A*MFC---
AIR TRACK MILITARY FIXED WING CARGO AIRLIFT (TRANSPORT) CARGO AIRLIFT (LIGHT),S*A*MFCL--
AIR TRACK MILITARY FIXED WING CARGO AIRLIFT (TRANSPORT) CARGO AIRLIFT (MEDIUM),S*A*MFCM--
AIR TRACK MILITARY FIXED WING CARGO AIRLIFT (TRANSPORT) CARGO AIRLIFT (HEAVY),S*A*MFCH--
AIR TRACK MILITARY FIXED WING ELECTRONIC COUNTERMEASURES(ECM/JAMMER),S*A*MFJ---
AIR TRACK MILITARY FIXED WING MEDEVAC,S*A*MFO---
AIR TRACK MILITARY FIXED WING RECONNAISSANCE,S*A*MFR---
AIR TRACK MILITARY FIXED WING RECONNAISSANCE AIRBORNE EARLY WARNING (AEW),S*A*MFRW--
AIR TRACK MILITARY FIXED WING RECONNAISSANCE ELECTRONIC SURVEILLANCE MEASURES,S*A*MFRZ--
AIR TRACK MILITARY FIXED WING RECONNAISSANCE PHOTOGRAPHIC,S*A*MFRX--
AIR TRACK MILITARY FIXED WING PATROL,S*A*MFP---
AIR TRACK MILITARY FIXED WING PATROL ANTI SURFACE WARFARE/ASUW,S*A*MFPN--
AIR TRACK MILITARY FIXED WING PATROL MINE COUNTER MEASURES,S*A*MFPM--
AIR TRACK MILITARY FIXED WING UTILITY,S*A*MFU---
AIR TRACK MILITARY FIXED WING UTILITY UTILITY (LIGHT),S*A*MFUL--
AIR TRACK MILITARY FIXED WING UTILITY UTILITY (MEDIUM),S*A*MFUM--
AIR TRACK MILITARY FIXED WING UTILITY UTILITY (HEAVY),S*A*MFUH--
AIR TRACK MILITARY FIXED WING COMMUNICATIONS (C3I),S*A*MFY---
AIR TRACK MILITARY FIXED WING SEARCH AND RESCUE (CSAR),S*A*MFH---
AIR TRACK MILITARY FIXED WING AIRBORNE COMMAND POST (C2),S*A*MFD---
AIR TRACK MILITARY FIXED WING DRONE (RPV/UAV),S*A*MFQ---
AIR TRACK MILITARY FIXED WING ANTI SUBMARINE WARFARE (ASW) CARRIER BASED,S*A*MFS---
AIR TRACK MILITARY FIXED WING SPECIAL OPERATIONS FORCE (SOF),S*A*MFM---
AIR TRACK MILITARY ROTARY WING,S*A*MH----
AIR TRACK MILITARY ROTARY WING ATTACK,S*A*MHA---
AIR TRACK MILITARY ROTARY WING ANTISUBMARINE WARFARE,S*A*MHS---
AIR TRACK MILITARY ROTARY WING UTILITY,S*A*MHU---
AIR TRACK MILITARY ROTARY WING UTILITY UTILITY (LIGHT),S*A*MHUL--
AIR TRACK MILITARY ROTARY WING UTILITY UTILITY (MEDIUM),S*A*MHUM--
AIR TRACK MILITARY ROTARY WING UTILITY UTILITY (HEAVY),S*A*MHUH--
AIR TRACK MILITARY ROTARY WING MINE COUNTER MEASURES,S*A*MHI---
AIR TRACK MILITARY ROTARY WING COMBAT SEARCH AND RESCUE (CSAR),S*A*MHH---
AIR TRACK MILITARY ROTARY WING RECONNAISSANCE,S*A*MHR---
AIR TRACK MILITARY ROTARY WING DRONE (RPV/UAV),S*A*MHQ---
AIR TRACK MILITARY ROTARY WING CARGO AIRLIFT (TRANSPORT),S*A*MHC---
AIR TRACK MILITARY ROTARY WING CARGO AIRLIFT (TRANSPORT) CARGO AIRLIFT (LIGHT),S*A*MHCL--
AIR TRACK MILITARY ROTARY WING CARGO AIRLIFT (TRANSPORT) CARGO AIRLIFT (MEDIUM),S*A*MHCM--
AIR TRACK MILITARY ROTARY WING CARGO AIRLIFT (TRANSPORT) CARGO AIRLIFT (HEAVY),S*A*MHCH--
AIR TRACK MILITARY ROTARY WING TRAINER,S*A*MHT---
AIR TRACK MILITARY ROTARY WING MEDEVAC,S*A*MHO---
AIR TRACK MILITARY ROTARY WING SPECIAL OPERATIONS FORCE (SOF),S*A*MHM---
AIR TRACK MILITARY ROTARY WING AIRBORNE COMMAND POST (C2),S*A*MHD---
AIR TRACK MILITARY ROTARY WING TANKER,S*A*MHK---
AIR TRACK MILITARY ROTARY WING ELECTRONIC COUNTER MEASURES (ECM/JAMMER),S*A*MHJ---
AIR TRACK MILITARY LIGHTER THAN AIR,S*A*ML----
AIR TRACK WEAPON,S*A*W-----
AIR TRACK WEAPON MISSILE IN FLIGHT,S*A*WM----
AIR TRACK WEAPON MISSILE IN FLIGHT SURFACE/LAND LAUNCHED MISSILE,S*A*WMS---
AIR TRACK WEAPON MISSILE IN FLIGHT SURFACE/LAND LAUNCHED MISSILE SURFACE TO SURFACE MISSILE (SSM),S*A*WMSS--
AIR TRACK WEAPON MISSILE IN FLIGHT SURFACE/LAND LAUNCHED MISSILE SURFACE TO AIR MISSILE (SAM),S*A*WMSA--
AIR TRACK WEAPON MISSILE IN FLIGHT AIR LAUNCHED MISSILE,S*A*WMA---
AIR TRACK WEAPON MISSILE IN FLIGHT AIR LAUNCHED MISSILE AIR TO SURFACE MISSILE (ASM),S*A*WMAS--
AIR TRACK WEAPON MISSILE IN FLIGHT AIR LAUNCHED MISSILE AIR TO AIR MISSILE (AAM),S*A*WMAA--
AIR TRACK WEAPON MISSILE IN FLIGHT SUBSURFACE TO SURFACE MISSILE (S/SSM),S*A*WMU---
AIR TRACK WEAPON MISSILE IN FLIGHT LAND ATTACK MISSILE,S*A*WML---
AIR TRACK WEAPON DECOY,S*A*WD----
AIR TRACK CIVIL AIRCRAFT,S*A*C-----
AIR TRACK CIVIL AIRCRAFT FIXED WING,S*A*CF----
AIR TRACK CIVIL AIRCRAFT ROTARY WING,S*A*CH----
AIR TRACK CIVIL AIRCRAFT LIGHTER THAN AIR,S*A*CL----
SPACE TRACK,S*P*------
SPACE TRACK SATELLITE,S*P*S-----
SPACE TRACK CREWED SPACE VEHICLE,S*P*V-----
SPACE TRACK SPACE STATION,S*P*T-----
